created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Nov 03 03:01:10 +0000 2023;1720274893080785044;"@Ferdyan_SN @LtdAkbar Yg menolak kebijakan globalis pasti diincar. Ibu Siti Fadilah Menkes era SBY menolak flu burung jd pandemi di Indonesia, beliau memaparkan langsung ke WHO, tak lama dikriminalkan dgn tuduhan korupsi   dr. Terawan dicopot dari jabatannya karena menolak beli vaksin covid kala itu.";0;1;4;2;in;253865124;1720077817374011483;mas_prasetiyo;https://twitter.com/mas_prasetiyo/status/1720274893080785044
Tue Oct 17 01:59:20 +0000 2023;1714098739466707110;"@KAI121 Halo Min, ayah saya belum melakukan vaksinasi covid sama sekali dengan usia 50 th. Apakah bisa melakukan perjalanan dengan KAI ke Surabaya?";0;1;0;0;in;1243771268144365568;1714098739466707110;yahoohoniess;https://twitter.com/yahoohoniess/status/1714098739466707110
Tue Oct 17 01:54:31 +0000 2023;1714097525458944279;"@KAI121 Halo Min, ayah saya belum melakukan vaksinasi covid dengan usia 50 th. Apakah bisa melakukan perjalanan dengan KAI ke Surabaya?";0;1;0;0;in;1243771268144365568;1714097525458944279;yahoohoniess;https://twitter.com/yahoohoniess/status/1714097525458944279
Mon Oct 09 02:05:33 +0000 2023;1711201202401337596;"Lowongan Kerja Lidah Buaya Group  SALES  Kualifikasi : Usia maksimal 35 tahun Pendidikan minimal SMA/SMK sederajat Sudah vaksin Covid-19 minimial dosis kedua Penempatan di Purwokerto, Cirebon, dan Surabaya  Selengkapnya di: https://t.co/melAx88169";0;0;0;0;in;1237416418338992130;1711201202401337596;karirpurwokerto;https://twitter.com/karirpurwokerto/status/1711201202401337596
Thu Aug 31 13:07:52 +0000 2023;1697234750627533198;"3. Hal tersebut selaras dengan program pemerintah yakni tentang Penanggulangan Penyakit TBC di lingkungan kota Surabaya serta akselerasi capaian vaksinasi COVID-19.  #PTPALIndonesia #BUMNUntukIndonesia #WorldClassCompany";0;0;0;1;in;737183024295469056;1697234589931254067;PTPAL_INDONESIA;https://twitter.com/PTPAL_INDONESIA/status/1697234750627533198
Thu Aug 31 13:07:13 +0000 2023;1697234589931254067;"1. Surabaya (31/08) Dalam karyawan yang sehat terdapat semangat kerja yang kuat. Upaya peningkatan kesehatan para InsanPAL merupakan sebuah kewajiban. Salah satunya melalui kolaborasi bersama Dinas Kesehatan Pemkot Surabaya pada giat Akselerasi Vaksinasi COVID-19 dan Skrining TBC https://t.co/g5IOS2TBv3";0;1;1;5;in;737183024295469056;1697234589931254067;PTPAL_INDONESIA;https://twitter.com/PTPAL_INDONESIA/status/1697234589931254067
Tue Aug 29 03:15:30 +0000 2023;1696360900314402889;"@ch_chotimah2 @jokowi @mohmahfudmd @Dr_Moeldoko Prabowo memang ikut orba pro amerika.SBY juga pro amerika. Prabowo lupa waktu covid19 dia dapat vaksin banyak dari cina. Andai ingin kalahkan cina dgn membeli pesawat F-15EX sepertinya gak mungkin ya.";0;0;0;0;in;2373724154;1696076188236869673;yudiwijayaa;https://twitter.com/yudiwijayaa/status/1696360900314402889
Mon Aug 14 02:45:10 +0000 2023;1690917449850617856;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Agustus 2023 #VaksinCovid-19 https://t.co/6I8PJkGhs0";0;0;0;0;in;79130206;1690917449850617856;jpnncom;https://twitter.com/jpnncom/status/1690917449850617856
Sat Aug 12 02:34:07 +0000 2023;1690189893044150274;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Agustus 2023 #VaksinCovid-19 https://t.co/ddHwVopCCO";0;0;0;0;in;79130206;1690189893044150274;jpnncom;https://twitter.com/jpnncom/status/1690189893044150274
Thu Aug 10 02:34:07 +0000 2023;1689465119942541312;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Agustus 2023 #VaksinCovid-19 https://t.co/41gKWf01HC";0;0;0;0;in;79130206;1689465119942541312;jpnncom;https://twitter.com/jpnncom/status/1689465119942541312
Wed Aug 09 03:05:10 +0000 2023;1689110544903786496;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Agustus 2023 #VaksinCovid-19 https://t.co/Cas15bCyqV";0;0;0;0;in;79130206;1689110544903786496;jpnncom;https://twitter.com/jpnncom/status/1689110544903786496
Thu Aug 03 01:35:47 +0000 2023;1686913721011240961;"Di era SBY berkali2 Cukong vaksin ingin membuat pandemi, tapi ditolak Menkes, bukti pertahanan kuat.  Di era JKW: mbloboss, lemah, pandemi &amp  propaganda C19 masuk bebas, hasilnya menyengsarakan rakyat &amp  Korupsi besar-besaran. tapi dengan bangga menyatakan KERJANYA BERHASIL SUKSES";0;0;0;0;in;1324224517133094912;1686913721011240961;Aditlasri3;https://twitter.com/Aditlasri3/status/1686913721011240961
Wed Jul 19 06:35:09 +0000 2023;1681553241774129158;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juli 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/Y8S3TZvbKC";0;0;0;0;in;79130206;1681553241774129158;jpnncom;https://twitter.com/jpnncom/status/1681553241774129158
Tue Jul 11 05:58:11 +0000 2023;1678644838676275200;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 11 Juli 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/ig9NRiIJVt";0;0;0;0;in;79130206;1678644838676275200;jpnncom;https://twitter.com/jpnncom/status/1678644838676275200
Tue Jul 11 05:20:18 +0000 2023;1678635302292795393;"Hallo Sahabat RS. Bhayangkara H.S. Samsoeri Mertojoso Surabaya, Kuota Vaksinasi Covid-19 "INAVAC" sudah tersedia , GRATISS !😍 Yuk buruan yang mau daftar, kuota terbatas yaaa... Pelayanan Vaksinasi kami buka setiap hari Senin - Jum'at (08.00 - 12.00 WIB). https://t.co/qc7zbRf5Ch";0;0;0;0;in;1382170112849899527;1678635302292795393;RSBsby;https://twitter.com/RSBsby/status/1678635302292795393
Mon Jul 10 05:10:03 +0000 2023;1678270333948932097;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juli 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/9vrdrPLA9Q";0;0;0;0;in;79130206;1678270333948932097;jpnncom;https://twitter.com/jpnncom/status/1678270333948932097
Sat Jul 08 04:27:39 +0000 2023;1677534891733573633;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juli 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/DTFxmDAe9H";0;0;0;0;in;79130206;1677534891733573633;jpnncom;https://twitter.com/jpnncom/status/1677534891733573633
Fri Jul 07 08:04:58 +0000 2023;1677227191275491329;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juli 2023 #infovaksinsurabaya #vaksinbooster https://t.co/uA4IdRMnfu";0;0;0;0;in;79130206;1677227191275491329;jpnncom;https://twitter.com/jpnncom/status/1677227191275491329
Thu Jul 06 03:46:52 +0000 2023;1676799850682392576;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Juli 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/F7S6hudm0N";0;0;0;0;in;79130206;1676799850682392576;jpnncom;https://twitter.com/jpnncom/status/1676799850682392576
Wed Jul 05 08:00:44 +0000 2023;1676501351147397120;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 5 Juli 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/Ykw5sBuIZN";0;0;0;0;in;79130206;1676501351147397120;jpnncom;https://twitter.com/jpnncom/status/1676501351147397120
Tue Jul 04 02:59:23 +0000 2023;1676063127451103232;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 4 Juli 2023 #infovaksinsurabaya #vaksinbooster https://t.co/2OTYk36nrh";0;0;0;0;in;79130206;1676063127451103232;jpnncom;https://twitter.com/jpnncom/status/1676063127451103232
Mon Jul 03 03:53:31 +0000 2023;1675714359069396993;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 3 Juli 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/gpeA44SmjT";0;0;0;0;in;79130206;1675714359069396993;jpnncom;https://twitter.com/jpnncom/status/1675714359069396993
Sat Jul 01 05:42:28 +0000 2023;1675017001683779585;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juli 2023 #infovaksinsurabaya #vaksinbooster  Artikel ini telah tayang diJPNN.comdengan judul "Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juli 2023", https://t.co/eUXO7oKH9Q";0;0;0;0;in;79130206;1675017001683779585;jpnncom;https://twitter.com/jpnncom/status/1675017001683779585
Fri Jun 30 02:52:15 +0000 2023;1674611778247094273;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 30 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/kNFUVkH3hK";0;0;0;0;in;79130206;1674611778247094273;jpnncom;https://twitter.com/jpnncom/status/1674611778247094273
Thu Jun 29 04:31:57 +0000 2023;1674274482431856640;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 29 Juni 2023 #infovaksinsurabaya  #vaksinbooster https://t.co/c2tCMKXAhw";0;0;0;0;in;79130206;1674274482431856640;jpnncom;https://twitter.com/jpnncom/status/1674274482431856640
Wed Jun 28 05:04:08 +0000 2023;1673920190952931329;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 28 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/oe3EebCpo7";0;0;0;0;in;79130206;1673920190952931329;jpnncom;https://twitter.com/jpnncom/status/1673920190952931329
Tue Jun 27 03:27:15 +0000 2023;1673533421254242304;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 27 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/9DU3tOrOW7";0;0;0;0;in;79130206;1673533421254242304;jpnncom;https://twitter.com/jpnncom/status/1673533421254242304
Mon Jun 26 13:58:31 +0000 2023;1673329897119293441;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 26 Juni 2023 #infovaksinsurabaya #vaksinbooster https://t.co/dFFPRQLHpU";0;0;0;0;in;79130206;1673329897119293441;jpnncom;https://twitter.com/jpnncom/status/1673329897119293441
Sun Jun 25 05:47:05 +0000 2023;1672843836782166018;"@kbrisingapura Selamat siang @kbrisingapura , mhn ijin mau tanya,  saya WNI kalau mau ke Singapura dari Surabaya naik pesawat, di Singapura masih dipersyaratkan vaksin covid atau tdk ya. Anak saya 7 tahun belum vaksin. Mhn maaf, Terimakasih sebelumnya.";0;1;0;1;in;833451098;1671782858611122176;ilhamsucahyono;https://twitter.com/ilhamsucahyono/status/1672843836782166018
Fri Jun 23 07:16:39 +0000 2023;1672141600414380033;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Juni 2023 #infovaksinsurabaya #vaksinbooster https://t.co/c94FluAYhx";0;0;0;0;in;79130206;1672141600414380033;jpnncom;https://twitter.com/jpnncom/status/1672141600414380033
Fri Jun 23 02:10:04 +0000 2023;1672064448167821313;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Juni 2023 #VaksinCovid-19 https://t.co/c94FluAYhx";0;0;0;0;in;79130206;1672064448167821313;jpnncom;https://twitter.com/jpnncom/status/1672064448167821313
Thu Jun 22 02:45:04 +0000 2023;1671710868495806466;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Juni 2023 #VaksinCovid-19 https://t.co/NyBBCZj697";0;0;0;0;in;79130206;1671710868495806466;jpnncom;https://twitter.com/jpnncom/status/1671710868495806466
Thu Jun 22 01:42:19 +0000 2023;1671695077905928193;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Juni 2023 #infovaksinsurabaya  #vaksinbooster  https://t.co/NyBBCZj697";0;0;0;0;in;79130206;1671695077905928193;jpnncom;https://twitter.com/jpnncom/status/1671695077905928193
Wed Jun 21 11:31:15 +0000 2023;1671480898376847360;"#Beritajatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/hZ4gjId6XA";0;0;0;0;in;79130206;1671480898376847360;jpnncom;https://twitter.com/jpnncom/status/1671480898376847360
Wed Jun 21 06:58:14 +0000 2023;1671412193387225088;"Ayo Lindungi Diri dan Keluarga Anda dengan Antibodi Covid-19 terbaik, mumpung masih GRATIS.  #Vaksin  #VaksinasiCovid19 #PolrestabesSurabaya #PoldaJatim  #Polri  #Surabaya  #JogoSuroboyo  #HariBhayangkara77  #HariBhayangkaraKe77  #HumasPolri";0;0;0;0;in;1448139197072621577;1671412180590419968;satnarkoba_sby;https://twitter.com/satnarkoba_sby/status/1671412193387225088
Wed Jun 21 03:45:04 +0000 2023;1671363579680006144;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Juni 2023 #VaksinCovid-19 https://t.co/hZ4gjId6XA";0;0;0;0;in;79130206;1671363579680006144;jpnncom;https://twitter.com/jpnncom/status/1671363579680006144
Tue Jun 20 02:43:00 +0000 2023;1670985574273134592;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/O5r3yhL7i5";0;0;0;0;in;79130206;1670985574273134592;jpnncom;https://twitter.com/jpnncom/status/1670985574273134592
Tue Jun 20 00:40:03 +0000 2023;1670954632536018945;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Juni 2023 #VaksinCovid-19 https://t.co/O5r3yhL7i5";0;0;0;0;in;79130206;1670954632536018945;jpnncom;https://twitter.com/jpnncom/status/1670954632536018945
Mon Jun 19 03:46:08 +0000 2023;1670639073801961472;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juni 2023 #infovaksinsurabaya  #vaksinbooster  https://t.co/vewq12mwqj";0;0;0;0;in;79130206;1670639073801961472;jpnncom;https://twitter.com/jpnncom/status/1670639073801961472
Mon Jun 19 01:10:04 +0000 2023;1670599796787417088;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juni 2023 #VaksinCovid-19 https://t.co/vewq12mwqj";0;0;0;0;in;79130206;1670599796787417088;jpnncom;https://twitter.com/jpnncom/status/1670599796787417088
Sat Jun 17 06:01:28 +0000 2023;1669948356293197824;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/o72C566oU5";0;0;0;0;in;79130206;1669948356293197824;jpnncom;https://twitter.com/jpnncom/status/1669948356293197824
Sat Jun 17 02:10:04 +0000 2023;1669890122815541248;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Juni 2023 #VaksinCovid-19 https://t.co/o72C566oU5";0;0;0;0;in;79130206;1669890122815541248;jpnncom;https://twitter.com/jpnncom/status/1669890122815541248
Fri Jun 16 06:25:42 +0000 2023;1669592066995949568;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/My5VNj1BrH";0;0;0;0;in;79130206;1669592066995949568;jpnncom;https://twitter.com/jpnncom/status/1669592066995949568
Fri Jun 16 01:10:06 +0000 2023;1669512640375439360;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Juni 2023 #VaksinCovid-19 https://t.co/My5VNj1BrH";0;0;0;1;in;79130206;1669512640375439360;jpnncom;https://twitter.com/jpnncom/status/1669512640375439360
Thu Jun 15 04:30:38 +0000 2023;1669200720879570945;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/CADB2JP7Ah";0;0;0;0;in;79130206;1669200720879570945;jpnncom;https://twitter.com/jpnncom/status/1669200720879570945
Thu Jun 15 01:45:05 +0000 2023;1669159057444470785;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Juni 2023 #VaksinCovid-19 https://t.co/CADB2JP7Ah";0;0;0;0;in;79130206;1669159057444470785;jpnncom;https://twitter.com/jpnncom/status/1669159057444470785
Wed Jun 14 01:10:04 +0000 2023;1668787856138194944;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Juni 2023 #VaksinCovid-19 https://t.co/WhYizqbMfE";0;0;0;0;in;79130206;1668787856138194944;jpnncom;https://twitter.com/jpnncom/status/1668787856138194944
Tue Jun 13 05:05:04 +0000 2023;1668484609791885313;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Juni 2023 #VaksinCovid-19 https://t.co/fUCzTDe2PY";0;0;0;0;in;79130206;1668484609791885313;jpnncom;https://twitter.com/jpnncom/status/1668484609791885313
Tue Jun 13 02:31:44 +0000 2023;1668446020123131906;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/fUCzTDe2PY";0;0;0;0;in;79130206;1668446020123131906;jpnncom;https://twitter.com/jpnncom/status/1668446020123131906
Mon Jun 12 01:55:05 +0000 2023;1668074410115485697;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/h3oq3e8gxc";0;0;0;0;in;79130206;1668074410115485697;jpnncom;https://twitter.com/jpnncom/status/1668074410115485697
Mon Jun 12 01:50:04 +0000 2023;1668073147869057024;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Juni 2023 #VaksinCovid-19 https://t.co/h3oq3e8gxc";0;0;0;0;in;79130206;1668073147869057024;jpnncom;https://twitter.com/jpnncom/status/1668073147869057024
Sat Jun 10 07:55:00 +0000 2023;1667440209808728066;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juni 2023 #infojvaksinsurabaya  #vaksinbooster  https://t.co/9pL6MxtCeQ";0;0;0;0;in;79130206;1667440209808728066;jpnncom;https://twitter.com/jpnncom/status/1667440209808728066
Sat Jun 10 02:20:04 +0000 2023;1667355922812006402;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juni 2023 #VaksinCovid-19 https://t.co/9pL6MxtCeQ";0;0;0;0;in;79130206;1667355922812006402;jpnncom;https://twitter.com/jpnncom/status/1667355922812006402
Fri Jun 09 03:32:05 +0000 2023;1667011656143245312;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Juni 2023 #infovaksinsurabaya #vaksinbooster https://t.co/CBnIpsEEud";0;0;0;0;in;79130206;1667011656143245312;jpnncom;https://twitter.com/jpnncom/status/1667011656143245312
Fri Jun 09 02:05:04 +0000 2023;1666989760659984384;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Juni 2023 #VaksinCovid-19 https://t.co/CBnIpsEEud";0;0;0;0;in;79130206;1666989760659984384;jpnncom;https://twitter.com/jpnncom/status/1666989760659984384
Thu Jun 08 08:28:00 +0000 2023;1666723739042713601;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/woGVCyeFDy";0;0;0;0;in;79130206;1666723739042713601;jpnncom;https://twitter.com/jpnncom/status/1666723739042713601
Thu Jun 08 02:50:04 +0000 2023;1666638697830432768;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juni 2023 #VaksinCovid-19 https://t.co/woGVCyeFDy";0;0;0;0;in;79130206;1666638697830432768;jpnncom;https://twitter.com/jpnncom/status/1666638697830432768
Wed Jun 07 05:56:44 +0000 2023;1666323284898766848;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/Qli6Ozk4FH";0;1;0;0;in;79130206;1666323284898766848;jpnncom;https://twitter.com/jpnncom/status/1666323284898766848
Wed Jun 07 00:35:04 +0000 2023;1666242334726688768;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juni 2023 #VaksinCovid-19 https://t.co/Qli6Ozk4FH";0;0;0;0;in;79130206;1666242334726688768;jpnncom;https://twitter.com/jpnncom/status/1666242334726688768
Tue Jun 06 09:46:14 +0000 2023;1666018650342694912;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/k8MOjNkd9k";0;0;0;0;in;79130206;1666018650342694912;jpnncom;https://twitter.com/jpnncom/status/1666018650342694912
Tue Jun 06 05:40:04 +0000 2023;1665956704109092864;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Juni 2023 #VaksinCovid-19 https://t.co/k8MOjNkd9k";0;0;0;0;in;79130206;1665956704109092864;jpnncom;https://twitter.com/jpnncom/status/1665956704109092864
Mon Jun 05 02:29:00 +0000 2023;1665546231605522436;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 5 Juni 2023 #infovaksinsurabaya  #vaksinbooster https://t.co/iaJxCVUUu2";0;0;0;0;in;79130206;1665546231605522436;jpnncom;https://twitter.com/jpnncom/status/1665546231605522436
Mon Jun 05 01:40:04 +0000 2023;1665533917246672896;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 5 Juni 2023 #VaksinCovid-19 https://t.co/iaJxCVVsjA";0;0;0;0;in;79130206;1665533917246672896;jpnncom;https://twitter.com/jpnncom/status/1665533917246672896
Sat Jun 03 02:56:27 +0000 2023;1664828364291469312;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 3 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/VxU0nQ9plB";0;0;0;0;in;79130206;1664828364291469312;jpnncom;https://twitter.com/jpnncom/status/1664828364291469312
Sat Jun 03 02:50:04 +0000 2023;1664826758611480577;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 3 Juni 2023 #VaksinCovid-19 https://t.co/VxU0nQ9Xb9";0;0;0;0;in;79130206;1664826758611480577;jpnncom;https://twitter.com/jpnncom/status/1664826758611480577
Fri Jun 02 04:05:58 +0000 2023;1664483470146699264;"#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 2 Juni 2023 #infovaksinsurabaya #vaksinbooster https://t.co/mys4tLDRnk";0;0;0;0;in;79130206;1664483470146699264;jpnncom;https://twitter.com/jpnncom/status/1664483470146699264
Fri Jun 02 03:55:05 +0000 2023;1664480730892861441;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 2 Juni 2023 #VaksinCovid-19 https://t.co/mys4tLDRnk";0;0;0;0;in;79130206;1664480730892861441;jpnncom;https://twitter.com/jpnncom/status/1664480730892861441
Thu Jun 01 06:44:51 +0000 2023;1664161067751309313;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juni 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/jqQ4oOT8j7";0;0;0;0;in;79130206;1664161067751309313;jpnncom;https://twitter.com/jpnncom/status/1664161067751309313
Thu Jun 01 00:45:05 +0000 2023;1664070526967631872;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juni 2023 #VaksinCovid-19 https://t.co/jqQ4oOT8j7";0;0;0;0;in;79130206;1664070526967631872;jpnncom;https://twitter.com/jpnncom/status/1664070526967631872
Wed May 31 05:51:05 +0000 2023;1663785146540236800;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 31 Mei 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/HmJp6c9QcO";0;0;0;0;in;79130206;1663785146540236800;jpnncom;https://twitter.com/jpnncom/status/1663785146540236800
Wed May 31 04:05:03 +0000 2023;1663758463917506560;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 31 Mei 2023 #VaksinCovid-19 https://t.co/HmJp6c9QcO";0;0;0;0;in;79130206;1663758463917506560;jpnncom;https://twitter.com/jpnncom/status/1663758463917506560
Tue May 30 04:35:04 +0000 2023;1663403628869320706;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 30 Mei 2023 #VaksinCovid-19 https://t.co/FUojo42PgH";0;0;0;0;in;79130206;1663403628869320706;jpnncom;https://twitter.com/jpnncom/status/1663403628869320706
Tue May 30 02:06:03 +0000 2023;1663366128415150081;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 30 Mei 2023 #infovaksinsurabaya #vaksinbooster  https://t.co/FUojo42PgH";0;1;0;0;in;79130206;1663366128415150081;jpnncom;https://twitter.com/jpnncom/status/1663366128415150081
Mon May 29 10:22:24 +0000 2023;1663128652996050944;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 29 Mei 2023  #infovaksinsurabaya #vaksinbooster  https://t.co/kejuzW9Ykm";0;0;0;0;in;79130206;1663128652996050944;jpnncom;https://twitter.com/jpnncom/status/1663128652996050944
Mon May 29 02:40:04 +0000 2023;1663012300259987456;"Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 29 Mei 2023 #jadwalvaksin https://t.co/kejuzW9Ykm";0;0;0;0;in;79130206;1663012300259987456;jpnncom;https://twitter.com/jpnncom/status/1663012300259987456
Sat May 27 07:44:03 +0000 2023;1662364023978090497;"@Quvvatt Orang" pada lupa kalau ditahun 2020, ada pandemi covid.  Ekonomi praktis macet, dan pemerintah keluar duit buat bansos, vaksin, dan insentif ekonomi.   Kalau boleh, dibikin simulasi seandainya covid ini terjadi di zaman SBY juga.  Thanks.";0;2;0;0;in;1622373206857506816;1662262950135218177;soegiseonam;https://twitter.com/soegiseonam/status/1662364023978090497
Sat May 27 07:01:55 +0000 2023;1662353421696106496;"@musniumar Jgn lupa masukin catatan "Jaman SBY gak ada Covid", jamam JKW ada Covid, skian T APBN utk beliin loe Vaksin @musniumar biar loe bisa tetap sehat bisa ngebacot, ngehoax &amp   jilatin pantat junjungan loe, buat Bansos biaya ngerawat Nakes &amp  rakyat yg kena covid dll.";0;1;0;4;in;1238804327566721024;1662319213342777345;HendryGoenaOne;https://twitter.com/HendryGoenaOne/status/1662353421696106496
Sat May 27 05:37:17 +0000 2023;1662332123129458688;"@Abaaah jgn lupa dulu jaman SBY gaada covid pemirsa jd gk apple to apple logika gw sih mikirnya utang negara lbh banyak buat pengadaan vaksin cmiiw ya tp plis jgn ngmg soal korup, itu ulah perorangan/lembaga, beda lg bahasannya sm yg ini";0;0;0;0;in;1573130864774348800;1662022850205859841;yukngobroll;https://twitter.com/yukngobroll/status/1662332123129458688
Sat May 27 01:50:45 +0000 2023;1662275116284395520;"#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 27 Mei 2023 #infovaksinsurabaya  #vaksinbooster  https://t.co/GFJMjzVUGc";0;0;0;0;in;79130206;1662275116284395520;jpnncom;https://twitter.com/jpnncom/status/1662275116284395520
